5336.8	-4.31003484536e-15
5337.2	-1.1996917995e-15
5337.6	4.42373901957e-16
5338.0	7.96790959355e-15
5338.4	5.14089623959e-15
5338.8	6.00380696833e-16
5339.2	8.1965738503e-16
5339.6	-1.75402523926e-16
5340.0	5.49207315476e-16
5340.4	7.34735575656e-16
5340.8	1.4184511342e-16
5341.2	7.26457760891e-16
5341.6	3.63858098539e-16
5342.0	2.6304937064e-16
5342.4	4.38484584744e-16
5342.8	3.78254737868e-16
5343.2	4.32942276117e-16
5343.6	8.21022695434e-17
5344.0	8.49649150787e-16
5344.4	5.72021866669e-16
5344.8	2.12703710871e-16
5345.2	2.44689621315e-16
5345.6	1.62308023219e-17
5346.0	4.85501762372e-16
5346.4	1.30613936304e-16
5346.8	1.89593670084e-16
5347.2	6.73432128581e-16
5347.6	-5.00612724272e-16
5348.0	-9.16999762941e-17
5348.4	1.85878088096e-16
5348.8	7.28312994656e-16
5349.2	8.89854214829e-16
5349.6	5.90176744035e-16
5350.0	5.29263273328e-16
5350.4	5.18596530761e-16
5350.8	7.56256917306e-16
5351.2	2.1977874216e-16
5351.6	2.94870448804e-16
5352.0	1.06119861052e-17
5352.4	6.49369452834e-16
5352.8	3.73495148068e-16
5353.2	-1.8424138635e-16
5353.6	5.97113910786e-16
5354.0	5.61733117931e-16
5354.4	5.93769900811e-16
5354.8	4.36101186232e-16
5355.2	4.93139256625e-16
5355.6	6.82153252598e-16
5356.0	1.53190796321e-16
5356.4	6.86319853988e-16
5356.8	5.34706817831e-16
5357.2	9.75696070728e-16
5357.6	5.71032740636e-16
5358.0	3.16054125738e-16
5358.4	4.21812193706e-16
5358.8	4.75619893852e-16
5359.2	1.03263174816e-16
5359.6	1.08329793173e-16
5360.0	-1.44954135446e-16
5360.4	2.15078119998e-16
5360.8	3.20403032771e-16
5361.2	3.68173332704e-16
5361.6	4.206189941e-16
5362.0	3.04460827148e-16
5362.4	2.40047946939e-16
5362.8	3.51796023461e-16
5363.2	1.127318995e-16
5363.6	5.77304390953e-16
5364.0	5.27057979623e-16
5364.4	3.98543709575e-16
5364.8	3.63872274761e-16
5365.2	2.35716101333e-16
5365.6	4.54631686314e-16
5366.0	6.32650183817e-16
5366.4	4.70359817595e-16
5366.8	5.27879786767e-16
5367.2	5.97518266448e-16
5367.6	5.45927881837e-16
5368.0	1.11610176415e-16
5368.4	-3.12272261767e-18
5368.8	2.4599702246e-16
5369.2	-1.22294885758e-16
5369.6	2.88879987782e-16
5370.0	5.19501592083e-16
5370.4	2.72193892016e-16
5370.8	2.98124882563e-16
5371.2	2.54862337292e-16
5371.6	6.38044759641e-16
5372.0	3.61537564099e-16
5372.4	5.00482701406e-16
5372.8	2.1886782378e-16
5373.2	-2.70774761105e-18
5373.6	4.54188699663e-16
5374.0	4.69311508444e-16
5374.4	5.13160658772e-16
5374.8	2.18351712501e-16
5375.2	3.90063797422e-16
5375.6	4.80628802506e-16
5376.0	9.85749039077e-17
5376.4	1.5223085198e-16
5376.8	5.77591154619e-17
5377.2	2.07570039392e-16
5377.6	5.50893261765e-16
5378.0	5.86733441367e-16
5378.4	2.06547508498e-16
5378.8	2.5873174096e-16
5379.2	8.28118767717e-17
5379.6	6.73753630524e-16
5380.0	1.89028810778e-16
5380.4	3.10873819677e-16
5380.8	9.57784326973e-17
5381.2	3.61479975785e-16
5381.6	2.40195697113e-16
5382.0	1.55910528125e-16
5382.4	1.21971447385e-16
5382.8	4.7941833204e-17
5383.2	2.19858165975e-16
5383.6	4.6980227801e-16
5384.0	-1.06076754189e-15
5384.4	2.10674866512e-14
5384.8	1.32699876119e-14
5385.2	-5.63407654092e-17
5385.6	1.99284597195e-16
5386.0	5.03098567449e-16
5386.4	1.09554804647e-16
5386.8	-1.27798556779e-15
5387.2	1.57147426184e-16
5387.6	-1.0544316428e-15
5388.0	1.31086997588e-16
5388.4	2.56743375784e-16
5388.8	1.43441247748e-16
5389.2	2.32918826723e-16
5389.6	3.24448426559e-16
5390.0	1.90387152186e-16
5390.4	2.57628708021e-16
5390.8	1.60312944812e-16
5391.2	1.1159719547e-16
5391.6	6.13082436883e-17
5392.0	3.38472783326e-16
5392.4	4.90959486819e-17
5392.8	3.19386251609e-16
5393.2	1.03891535744e-16
5393.6	1.71490221018e-16
5394.0	4.08566160128e-17
5394.4	9.29561551062e-17
5394.8	-1.24974387633e-16
5395.2	2.31230151151e-17
5395.6	1.29409892205e-16
5396.0	-3.32102791988e-16
5396.4	7.47739609274e-17
5396.8	1.50668063371e-16
5397.2	4.78368143535e-18
5397.6	1.29462821011e-16
5398.0	-9.96123433371e-17
5398.4	1.70216511767e-16
5398.8	-1.03230891404e-16
5399.2	8.5584966688e-17
5399.6	-1.69948559843e-16
5400.0	-1.39575482021e-16
5400.4	1.54517354969e-16
5400.8	8.91475437855e-17
5401.2	-1.61199240547e-16
5401.6	-4.17394067372e-17
5402.0	4.94185855167e-17
5402.4	2.09245702173e-16
5402.8	1.64535960787e-16
5403.2	-6.43431026643e-18
5403.6	4.72084755524e-18
5404.0	1.9959382295e-16
5404.4	-2.23321474006e-16
5404.8	4.49770332619e-16
5405.2	-9.38313717513e-17
5405.6	1.20365430886e-16
5406.0	-4.48026314942e-17
5406.4	-1.10541323406e-16
5406.8	-9.26097020872e-17
5407.2	-1.19414869513e-16
5407.6	-2.17462466046e-17
5408.0	1.14853536708e-16
5408.4	3.28965659884e-17
5408.8	1.67073932627e-17
5409.2	-8.59833153643e-18
5409.6	4.29796536371e-17
5410.0	1.27708234447e-16
5410.4	-2.32516694936e-16
5410.8	-3.88889204261e-18
5411.2	5.64902878692e-17
5411.6	-4.21016115499e-17
5412.0	7.65407351706e-17
5412.4	-1.95817951903e-16
5412.8	-8.8862261238e-17
5413.2	1.84234141075e-17
5413.6	-1.80966629797e-17
5414.0	1.17009817894e-16
5414.4	-6.1194468097e-18
5414.8	-1.42944636632e-16
5415.2	5.1813721722e-17
5415.6	-1.83657410331e-17
5416.0	-6.06230136795e-17
5416.4	-9.34291294324e-18
5416.8	-5.59185242413e-17
5417.2	6.59186847588e-17
5417.6	-3.1726327106e-17
5418.0	1.56468206676e-16
5418.4	3.51879133606e-17
5418.8	-1.24254463395e-16
5419.2	1.0798974005e-17
5419.6	6.00305840297e-17
5420.0	1.34228670086e-17
5420.4	5.25418875744e-17
5420.8	1.79605199076e-17
5421.2	-3.62000937443e-17
5421.6	-1.66052753061e-16
5422.0	9.66030190647e-17
5422.4	-2.184438476e-17
5422.8	1.51889244998e-17
5423.2	5.58984429843e-17
5423.6	-3.68630644262e-17
5424.0	-6.96824839576e-17
5424.4	4.36133885508e-17
5424.8	2.40431542849e-17
5425.2	-4.33241313488e-17
5425.6	-4.74808560366e-16
5426.0	-1.22348446696e-15
5426.4	1.83966225546e-17
5426.8	7.2191104354e-17
5427.2	4.39483739515e-17
