5.29231e+03  9.54686e-01  2.26060e-02  6.96357e+00
5.29493e+03  1.01050e+00  2.29579e-02  6.96701e+00
5.29754e+03  1.01564e+00  2.30102e-02  6.97044e+00
5.30015e+03  9.89836e-01  2.28847e-02  6.97388e+00
5.30276e+03  9.73038e-01  2.27754e-02  6.97731e+00
5.30537e+03  9.63869e-01  2.26585e-02  6.98075e+00
5.30798e+03  9.63888e-01  2.27156e-02  6.98419e+00
5.31059e+03  9.58582e-01  2.27537e-02  6.98762e+00
5.31320e+03  9.69011e-01  2.27896e-02  6.99106e+00
5.31582e+03  9.92468e-01  2.28736e-02  6.99449e+00
5.31843e+03  9.89907e-01  2.29194e-02  6.99793e+00
5.32104e+03  9.93939e-01  2.29419e-02  7.00137e+00
5.32365e+03  1.00151e+00  2.29149e-02  7.00480e+00
5.32626e+03  1.00367e+00  2.29618e-02  7.00824e+00
5.32887e+03  1.01221e+00  2.30564e-02  7.01167e+00
5.33148e+03  1.01010e+00  2.30192e-02  7.01511e+00
5.33410e+03  9.81028e-01  2.27677e-02  7.01855e+00
5.33671e+03  9.91465e-01  2.28057e-02  7.02198e+00
5.33932e+03  1.02443e+00  2.30342e-02  7.02542e+00
5.34193e+03  9.86208e-01  2.27855e-02  7.02885e+00
5.34454e+03  9.93973e-01  2.27951e-02  7.03229e+00
5.34715e+03  1.00580e+00  2.28366e-02  7.03573e+00
5.34976e+03  9.94211e-01  2.27619e-02  7.03916e+00
5.35238e+03  9.66671e-01  2.26295e-02  7.04260e+00
5.35499e+03  9.91143e-01  2.27262e-02  7.04603e+00
5.35760e+03  1.01379e+00  2.28313e-02  7.04947e+00
5.36021e+03  1.02101e+00  2.28365e-02  7.05291e+00
5.36282e+03  9.88761e-01  2.26008e-02  7.05634e+00
5.36543e+03  9.76989e-01  2.25030e-02  7.05978e+00
5.36804e+03  9.89742e-01  2.25572e-02  7.06321e+00
5.37065e+03  9.88415e-01  2.26046e-02  7.06665e+00
5.37327e+03  1.01307e+00  2.27687e-02  7.07009e+00
5.37588e+03  9.93992e-01  2.26500e-02  7.07352e+00
5.37849e+03  9.68260e-01  2.24860e-02  7.07696e+00
5.38110e+03  9.60622e-01  2.24572e-02  7.08039e+00
5.38371e+03  9.67071e-01  2.24695e-02  7.08383e+00
5.38632e+03  9.74003e-01  2.24676e-02  7.08727e+00
5.38893e+03  9.46461e-01  2.23298e-02  7.09070e+00
5.39155e+03  9.81390e-01  2.25189e-02  7.09414e+00
5.39416e+03  9.86673e-01  2.24911e-02  7.09757e+00
5.39677e+03  9.91440e-01  2.25333e-02  7.10101e+00
5.39938e+03  1.01813e+00  2.26842e-02  7.10445e+00
5.40199e+03  1.01593e+00  2.26549e-02  7.10788e+00
5.40460e+03  9.83801e-01  2.24355e-02  7.11132e+00
5.40721e+03  1.01179e+00  2.26079e-02  7.11475e+00
5.40982e+03  1.01229e+00  2.26320e-02  7.11819e+00
5.41244e+03  1.01834e+00  2.26948e-02  7.12163e+00
5.41505e+03  1.01502e+00  2.27472e-02  7.12506e+00
5.41766e+03  1.00905e+00  2.27085e-02  7.12850e+00
5.42027e+03  9.84341e-01  2.25492e-02  7.13193e+00
5.42288e+03  9.88230e-01  2.26047e-02  7.13537e+00
5.42549e+03  9.86304e-01  2.25693e-02  7.13881e+00
5.42810e+03  9.61442e-01  2.23878e-02  7.14224e+00
5.43072e+03  9.82604e-01  2.25348e-02  7.14568e+00
5.43333e+03  9.65854e-01  2.25029e-02  7.14911e+00
5.43594e+03  9.96556e-01  2.26502e-02  7.15255e+00
5.43855e+03  1.00518e+00  2.27406e-02  7.15599e+00
5.44116e+03  1.00147e+00  2.26987e-02  7.15942e+00
5.44377e+03  1.01330e+00  2.28037e-02  7.16286e+00
5.44638e+03  1.01065e+00  2.28627e-02  7.16629e+00
5.44900e+03  1.00986e+00  2.28526e-02  7.16973e+00
5.45161e+03  1.00591e+00  2.27830e-02  7.17317e+00
5.45422e+03  9.98865e-01  2.27880e-02  7.17660e+00
5.45683e+03  9.83525e-01  2.27349e-02  7.18004e+00
5.45944e+03  9.82095e-01  2.27406e-02  7.18347e+00
5.46205e+03  9.54417e-01  2.25829e-02  7.18691e+00
5.46466e+03  9.80148e-01  2.27701e-02  7.19035e+00
5.46727e+03  9.87062e-01  2.27669e-02  7.19378e+00
5.46989e+03  9.76121e-01  2.27284e-02  7.19722e+00
5.47250e+03  9.73166e-01  2.27326e-02  7.20065e+00
5.47511e+03  9.28046e-01  2.24432e-02  7.20409e+00
5.47772e+03  9.45200e-01  2.25783e-02  7.20753e+00
5.48033e+03  9.79152e-01  2.27754e-02  7.21096e+00
5.48294e+03  1.00475e+00  2.29790e-02  7.21440e+00
5.48555e+03  1.02712e+00  2.31783e-02  7.21783e+00
5.48817e+03  1.01751e+00  2.30998e-02  7.22127e+00
